,index,tconst,titleType,primaryName,originalName,isAdult,yearOfRelease,Duration,genres,averageRating,numVotes,director(s),cast
279,1011062,tt6687666,tvEpisode,Horrible from Supper,Horrible from Supper,0,2018,47,"Adventure,Drama,History",8.3,1836,['Tim Mielants'],"['Jared Harris', 'Tobias Menzies', 'Adam Nagaitis', 'Paul Ready']"
280,1011061,tt6687664,tvEpisode,A Mercy,A Mercy,0,2018,46,"Adventure,Drama,History",8.4,1880,['Sergio Mimica-Gezzan'],"['Jared Harris', 'Tobias Menzies', 'Adam Nagaitis', 'Paul Ready']"
281,1021976,tt6902342,tvEpisode,"The War Without, the War Within","The War Without, the War Within",0,2018,49,"Action,Adventure,Drama",7.3,3209,['David Solomon'],"['Anthony Rapp', 'Doug Jones', 'Sonequa Martin-Green', 'Shazad Latif']"
282,1055041,tt7631348,tvMovie,Freaky Friday,Freaky Friday,0,2018,90,"Comedy,Fantasy,Musical",3.7,1170,['Steve Carr'],"['Alex Désert', 'Jason Maybaum', 'Heidi Blickenstaff', 'Cozi Zuehlsdorff']"
283,1036294,tt7203520,movie,Werewolf,Wilkolak,0,2018,88,"Drama,Horror,War",6.1,1095,['Adrian Panek'],"['Danuta Stenka', 'Sonia Mietielica', 'Nicolas Przygoda', 'Kamil Polnisiak']"
284,996256,tt6374338,tvEpisode,Full Moon,Full Moon,0,2018,44,"Action,Adventure,Drama",7.7,3098,['Jeff Woolnough'],"['Gustaf Skarsgård', 'Peter Franzén', 'Katheryn Winnick', 'Alexander Ludwig']"
285,1054847,tt7625832,tvEpisode,Champagne Papi,Champagne Papi,0,2018,26,"Comedy,Drama,Music",7.5,1604,['Amy Seimetz'],"['Donald Glover', 'Zazie Beetz', 'LaKeith Stanfield', 'Adriyan Rae']"
286,996732,tt6384386,movie,Fanney Khan,Fanney Khan,0,2018,130,"Comedy,Drama,Music",4.5,1954,['Atul Manjrekar'],"['Anil Kapoor', 'Divya Dutta', 'Aishwarya Rai Bachchan', 'Rajkummar Rao']"
287,996258,tt6374344,tvEpisode,The Revelation,The Revelation,0,2018,44,"Action,Adventure,Drama",7.7,2927,['Ciaran Donnelly'],"['Gustaf Skarsgård', 'Peter Franzén', 'Katheryn Winnick', 'Alexander Ludwig']"
288,1022011,tt6902696,movie,Gloria Bell,Gloria Bell,0,2018,102,"Comedy,Drama,Music",6.3,9659,['Sebastián Lelio'],"['Julianne Moore', 'John Turturro', 'Michael Cera', 'Caren Pistorius']"
289,1011116,tt6688354,movie,The Field Guide to Evil,The Field Guide to Evil,0,2018,117,Horror,4.9,1683,"['Veronika Franz', 'Ashim Ahluwalia', 'Calvin Reeder', 'Katrin Gebbe', 'Severin Fiala', 'Can Evrenol']","['Birgit Minichmayr', 'Luzia Oppermann', 'Marlene Hauser', 'Karin Pauer']"
290,1055183,tt7634444,tvEpisode,Everythingship,Everythingship,0,2018,41,"Crime,Drama,Romance",7.7,2597,['Kellie Cyrus'],"['Penn Badgley', 'Zach Cherry', 'Elizabeth Lail', 'Luca Padovan']"
291,1055182,tt7634434,tvEpisode,Amour Fou,Amour Fou,0,2018,45,"Crime,Drama,Romance",8.2,2742,['Marcos Siega'],"['Penn Badgley', 'Zach Cherry', 'Elizabeth Lail', 'Luca Padovan']"
292,1055165,tt7633618,tvEpisode,Episode #1.2,Episode #1.2,0,2018,60,"Drama,Fantasy,Romance",8.4,1736,['Juan Carlos Medina'],"['Matthew Goode', 'Elarica Johnson', 'Freddie Thorp', 'Imogen Comrie']"
293,1055238,tt7635410,tvEpisode,"Send in Stewie, Please","Send in Stewie, Please",0,2018,26,"Animation,Comedy",6.0,1988,"['James Purdum', 'Joe Vaux', 'Dominic Bianchi']","['Seth Green', 'Alex Borstein', 'Seth MacFarlane', 'Mila Kunis']"
294,1011143,tt6688912,tvEpisode,Guest Starring John Noble,Guest Starring John Noble,0,2018,42,"Action,Adventure,Drama",8.4,1606,['Ralph Hemecker'],"['Brandon Routh', 'Amy Louise Pemberton', 'Caity Lotz', 'Maisie Richardson-Sellers']"
295,1036245,tt7201846,movie,"Cyrano, My Love",Edmond,0,2018,110,"Comedy,Drama,History",7.4,2423,['Alexis Michalik'],"['Mathilde Seigner', 'Olivier Gourmet', 'Tom Leeb', 'Thomas Solivérès']"
296,1055053,tt7631468,tvEpisode,Helen,Helen,0,2018,25,"Comedy,Drama,Music",8.0,1672,['Amy Seimetz'],"['Donald Glover', 'Zazie Beetz', 'Griffin Freeman', 'Jessica Tillman']"
297,1011080,tt6688022,movie,After Everything,After Everything,0,2018,95,"Comedy,Drama,Romance",6.4,1202,"['Hannah Marks', 'Joey Power']","['Gina Gershon', 'Marisa Tomei', 'Jeremy Allen White', 'Maika Monroe']"
298,1054822,tt7624934,movie,Zoo,Zoo,0,2018,95,"Comedy,Drama,Horror",5.6,1471,['Antonio Tublen'],"['Zoë Tapper', 'Ed Speleers', 'Antonia Campbell-Hughes', 'Jan Bijvoet']"
299,1036189,tt7201148,tvEpisode,Never Mind,Never Mind,0,2018,61,Drama,8.4,1352,['Edward Berger'],"['Jennifer Jason Leigh', 'Hugo Weaving', 'James Fleet', 'Benedict Cumberbatch']"
300,1055140,tt7632930,movie,Trener,Trener,0,2018,138,"Drama,Sport",6.4,1213,['Danila Kozlovskiy'],"['Vilen Babichev', 'Dmitriy Chebotarev', 'Vitaliy Andreev', 'Oleg Androsov']"
301,1036190,tt7201150,tvEpisode,Some Hope,Some Hope,0,2018,58,Drama,8.4,1199,['Edward Berger'],"['Jennifer Jason Leigh', 'Hugo Weaving', 'Harriet Walter', 'Benedict Cumberbatch']"
302,1036191,tt7201152,tvEpisode,Mother's Milk,Mother's Milk,0,2018,58,Drama,8.0,1021,['Edward Berger'],"['Blythe Danner', 'Jennifer Jason Leigh', 'Hugo Weaving', 'Benedict Cumberbatch']"
303,1036192,tt7201154,tvEpisode,At Last,At Last,0,2018,60,Drama,8.7,1054,['Edward Berger'],"['Jennifer Jason Leigh', 'Hugo Weaving', 'Elizabeth Berrington', 'Benedict Cumberbatch']"
304,1021889,tt6900448,movie,Mirai,Mirai no Mirai,0,2018,98,"Adventure,Animation,Drama",7.0,12880,['Mamoru Hosoda'],"['Daniel Dae Kim', 'Rebecca Hall', 'John Cho', 'Erica Schroeder']"
305,1011172,tt6690004,movie,The Freshmen,Première année,0,2018,92,"Comedy,Drama",6.6,2110,['Thomas Lilti'],"['Darina Al Joundi', 'William Lebghil', 'Vincent Lacoste', 'Michel Lerousseau']"
306,1058610,tt7705790,movie,Tholiprema,Tholi Prema,0,2018,137,Romance,7.3,2353,['Venky Atluri'],"['Darbha Appaji Ambarisha', 'Raashi Khanna', 'Hyper Aadi', 'Varun Tej']"
307,1010992,tt6686700,movie,Don't. Get. Out!,Steig. Nicht. Aus!,0,2018,109,Thriller,5.8,1123,['Christian Alvart'],"['Christiane Paul', 'Wotan Wilke Möhring', 'Jasmina Al Zihairi', 'Nora Huetz']"
308,1054489,tt7617864,tvEpisode,In Search of Lost Time,In Search of Lost Time,0,2018,42,"Action,Adventure,Drama",7.5,1278,['Andi Armaganian'],"['Chyler Leigh', 'Mehcad Brooks', 'Melissa Benoist', 'Jeremy Jordan']"
309,985722,tt6186910,movie,Imaikkaa Nodigal,Imaikkaa Nodigal,0,2018,170,"Action,Crime,Drama",7.4,4640,['R. Ajay Gnanamuthu'],"['Anurag Kashyap', 'Nayanthara', 'Raashi Khanna', 'Atharvaa Murali']"
310,1054510,tt7618184,movie,Mulk,Mulk,0,2018,140,Drama,6.9,13947,['Anubhav Sinha'],"['Rishi Kapoor', 'Ashutosh Rana', 'Taapsee Pannu', 'Prateik']"
311,1055371,tt7637972,tvEpisode,For Good,For Good,0,2018,42,"Action,Adventure,Drama",7.2,1380,['Tawnia McKiernan'],"['Chyler Leigh', 'Mehcad Brooks', 'Melissa Benoist', 'Jeremy Jordan']"
312,724146,tt2140629,movie,Arizona,Arizona,0,2018,85,"Comedy,Thriller",5.8,7130,['Jonathan Watson'],"['Luke Wilson', 'Danny McBride', 'Rosemarie DeWitt', 'Lolli Sorenson']"
313,1036350,tt7204348,movie,El Angel,El Ángel,0,2018,118,"Biography,Crime,Drama",7.0,9278,['Luis Ortega'],"['Cecilia Roth', 'Luis Gnecco', 'Lorenzo Ferro', 'Malena Villa']"
314,1055374,tt7637980,tvEpisode,Both Sides Now,Both Sides Now,0,2018,42,"Action,Adventure,Drama",7.3,1353,['Jesse Warn'],"['Chyler Leigh', 'Mehcad Brooks', 'Melissa Benoist', 'Jeremy Jordan']"
315,1054412,tt7615302,movie,Red Joan,Red Joan,0,2018,101,"Biography,Drama,History",6.4,9871,['Trevor Nunn'],"['Judi Dench', 'Stephen Campbell Moore', 'Tom Hughes', 'Sophie Cookson']"
316,1022332,tt6910020,movie,Nothing to Lose,Nada a Perder,0,2018,134,"Biography,Drama",5.4,22894,['Alexandre Avancini'],"['Beth Goulart', 'Petrônio Gontijo', 'Dalton Vigh', 'Day Mesquita']"
317,1036424,tt7205942,movie,Gundermann,Gundermann,0,2018,128,"Biography,Drama,History",7.3,1704,['Andreas Dresen'],"['Thorsten Merten', 'Alexander Scheer', 'Axel Prahl', 'Bjarne Mädel', 'Anna Unterberger']"
318,1055377,tt7638002,tvEpisode,Schott Through the Heart,Schott Through the Heart,0,2018,42,"Action,Adventure,Drama",7.0,1304,['Glen Winter'],"['Chyler Leigh', 'Mehcad Brooks', 'Melissa Benoist', 'Jeremy Jordan']"
319,1054436,tt7616114,tvEpisode,A World Between Worlds,A World Between Worlds,0,2018,23,"Action,Adventure,Animation",9.5,1683,"['Dave Filoni', 'Steward Lee']","['Freddie Prinze Jr.', 'Vanessa Marshall', 'Tiya Sircar', 'Taylor Gray']"
320,1054435,tt7616110,tvEpisode,A Fool's Hope,A Fool's Hope,0,2018,22,"Action,Adventure,Animation",8.8,1106,"['Dave Filoni', 'Saul Ruiz']","['Steve Blum', 'Vanessa Marshall', 'Tiya Sircar', 'Taylor Gray']"
321,1054434,tt7616108,tvEpisode,DUME,DUME,0,2018,22,"Action,Adventure,Animation",8.4,1102,"['Dave Filoni', 'Sergio Páez']","['Steve Blum', 'Vanessa Marshall', 'Tiya Sircar', 'Taylor Gray']"
322,1054433,tt7616104,tvEpisode,Jedi Night,Jedi Night,0,2018,22,"Action,Adventure,Animation",9.4,1659,"['Justin Ridge', 'Dave Filoni', 'Saul Ruiz']","['Freddie Prinze Jr.', 'Vanessa Marshall', 'Tiya Sircar', 'Taylor Gray']"
323,1054431,tt7616092,tvEpisode,Wolves and a Door,Wolves and a Door,0,2018,22,"Action,Adventure,Animation",8.6,1101,"['Bosco Ng', 'Dave Filoni']","['Steve Blum', 'Vanessa Marshall', 'Tiya Sircar', 'Taylor Gray']"
324,1054427,tt7616072,tvEpisode,Family Reunion - and Farewell,Family Reunion - and Farewell,0,2018,22,"Action,Adventure,Animation",9.4,1678,"['Bosco Ng', 'Dave Filoni', 'Sergio Páez']","['Freddie Prinze Jr.', 'Vanessa Marshall', 'Tiya Sircar', 'Taylor Gray']"
325,1022283,tt6908274,movie,Mirage,Durante la tormenta,0,2018,128,"Drama,Fantasy,Mystery",7.4,43872,['Oriol Paulo'],"['Javier Gutiérrez', 'Adriana Ugarte', 'Álvaro Morte', 'Chino Darín']"
326,1022098,tt6904272,movie,The Negotiation,Hyeob-sang,0,2018,114,"Action,Crime,Thriller",6.7,2463,['Jong-suk Lee'],"['Son Ye-Jin', 'Hyun Bin', 'Kim Sang-Ho', 'Jang Young-Nam', 'Joo-Young Lee']"
327,996896,tt6386614,tvEpisode,"Now More Than Ever, We Care About You","Now More Than Ever, We Care About You",0,2018,70,"Drama,Sci-Fi,Thriller",7.8,1236,['Daniel Percival'],"['Joel de la Fuente', 'DJ Qualls', 'Alexa Davalos', 'Luke Kleintank']"
328,996897,tt6386620,tvEpisode,Imagine Manchuria,Imagine Manchuria,0,2018,52,"Drama,Sci-Fi,Thriller",7.8,1093,['Alex Zakrzewski'],"['Joel de la Fuente', 'DJ Qualls', 'Alexa Davalos', 'Luke Kleintank']"
329,996898,tt6386624,tvEpisode,Sensô Kôi,Sensô Kôi,0,2018,58,"Drama,Sci-Fi,Thriller",7.9,1073,['Ernest R. Dickerson'],"['Joel de la Fuente', 'DJ Qualls', 'Alexa Davalos', 'Luke Kleintank']"
330,996899,tt6386628,tvEpisode,Sabra,Sabra,0,2018,53,"Drama,Sci-Fi,Thriller",7.6,1073,['John Fawcett'],"['DJ Qualls', 'Rupert Evans', 'Alexa Davalos', 'Luke Kleintank']"
331,996900,tt6386630,tvEpisode,History Ends,History Ends,0,2018,56,"Drama,Sci-Fi,Thriller",8.0,1008,['Meera Menon'],"['DJ Qualls', 'Rupert Evans', 'Alexa Davalos', 'Luke Kleintank']"
332,996901,tt6386632,tvEpisode,The New Colossus,The New Colossus,0,2018,54,"Drama,Sci-Fi,Thriller",8.7,1231,['Daniel Percival'],"['DJ Qualls', 'Rupert Evans', 'Alexa Davalos', 'Luke Kleintank']"
333,996864,tt6385856,movie,Hey Jude,Hey Jude,0,2018,146,Drama,6.9,1098,['Shyamaprasad'],"['Vijay Menon', 'Siddique', 'Trisha Krishnan', 'Nivin Pauly']"
334,1021466,tt6889538,tvEpisode,Third Year,Third Year,0,2018,43,Drama,9.1,1077,['Rob Bowman'],"['William Allen Young', 'Marcia Gay Harden', 'Boris Kodjoe', 'Harry Ford']"
335,1021504,tt6890582,movie,Yeom-lyeok,Yeom-lyeok,0,2018,101,"Action,Comedy,Fantasy",5.9,4838,['Sang-ho Yeon'],"['Min-Jae Kim', 'Yeong-gi Jeong', 'Yu-mi Jung', 'Seung-ryong Ryu', 'Eun-kyung Shim', 'Jung-min Park', 'Do-yoon Kim']"
336,996904,tt6386638,tvEpisode,Baku,Baku,0,2018,53,"Drama,Sci-Fi,Thriller",8.6,1051,['Deborah Chow'],"['Joel de la Fuente', 'DJ Qualls', 'Rupert Evans', 'Alexa Davalos']"
337,996905,tt6386640,tvEpisode,Jahr Null,Jahr Null,0,2018,57,"Drama,Sci-Fi,Thriller",8.9,1244,['Daniel Percival'],"['Joel de la Fuente', 'DJ Qualls', 'Alexa Davalos', 'Brennan Brown']"
338,1035936,tt7195802,tvEpisode,On Infernal Ground,On Infernal Ground,0,2018,42,"Action,Drama,Fantasy",9.0,2111,['Matthew Hastings'],"['Matthew Daddario', 'Katherine McNamara', 'Dominic Sherwood', 'Alberto Rosende']"
339,1055369,tt7637966,tvEpisode,Fort Rozz,Fort Rozz,0,2018,42,"Action,Adventure,Drama",7.5,1382,['Gregory Smith'],"['Chyler Leigh', 'Mehcad Brooks', 'Melissa Benoist', 'Jeremy Jordan']"
340,990402,tt6266538,movie,Vice,Vice,0,2018,132,"Biography,Comedy,Drama",7.2,125925,['Adam McKay'],"['Christian Bale', 'Sam Rockwell', 'Steve Carell', 'Amy Adams']"
341,1055367,tt7637944,tvEpisode,Legion of Super-Heroes,Legion of Super-Heroes,0,2018,42,"Action,Adventure,Drama",7.7,1455,['Jesse Warn'],"['Chyler Leigh', 'Mehcad Brooks', 'Melissa Benoist', 'Jeremy Jordan']"
342,996913,tt6386748,movie,Birds of Passage,Pájaros de verano,0,2018,125,"Crime,Drama",7.5,10564,"['Ciro Guerra', 'Cristina Gallego']","['Natalia Reyes', 'Carmiña Martínez', 'Jhon Narváez', 'José Acosta']"
343,1021410,tt6889032,movie,The Cake General,Tårtgeneralen,0,2018,101,"Comedy,Drama",6.8,4004,"['Filip Hammar', 'Fredrik Wikingsson']","['Tomas von Brömssen', 'Helena Bergström', 'Mikael Persbrandt', 'Agnes Lindström Bolmgren']"
344,1054659,tt7621294,tvEpisode,Miasma,Miasma,0,2018,42,"Crime,Drama,Mystery",7.7,1201,['Leon Ichaso'],"['Joe Mantegna', 'A.J. Cook', 'Matthew Gray Gubler', 'Kirsten Vangsness']"
345,1022138,tt6905696,movie,Slaughterhouse Rulez,Slaughterhouse Rulez,0,2018,104,"Action,Comedy,Fantasy",5.3,12550,['Crispian Mills'],"['Michael Sheen', 'Nick Frost', 'Margot Robbie', 'Asa Butterfield']"
346,1021404,tt6888938,movie,White Chamber,White Chamber,0,2018,89,"Drama,Horror,Sci-Fi",4.4,1378,['Paul Raschid'],"['Sharon Maughan', 'Oded Fehr', 'Shauna Macdonald', 'Amrita Acharia']"
347,1020774,tt6876660,tvEpisode,Where You Left Your Heart,Where You Left Your Heart,0,2018,42,"Drama,Fantasy,Horror",8.9,1169,['Lance Anderson'],"['Daniel Gillies', 'Phoebe Tonkin', 'Charles Michael Davis', 'Joseph Morgan']"
348,995698,tt6362496,tvEpisode,Charlie's Home Alone,Charlie's Home Alone,0,2018,20,Comedy,6.9,1768,['Kat Coiro'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
349,995697,tt6362494,tvEpisode,The Gang Wins the Big Game,The Gang Wins the Big Game,0,2018,20,Comedy,7.0,1564,['Kat Coiro'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
350,995696,tt6362490,tvEpisode,The Gang Does a Clip Show,The Gang Does a Clip Show,0,2018,21,Comedy,7.5,1770,['Todd Biermann'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
351,995695,tt6362488,tvEpisode,The Gang Solves the Bathroom Problem,The Gang Solves the Bathroom Problem,0,2018,23,Comedy,8.4,1771,['Josh Drisko'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
352,998750,tt6421110,movie,Proud Mary,Proud Mary,0,2018,89,"Action,Crime,Drama",5.0,9011,['Babak Najafi'],"['Billy Brown', 'Neal McDonough', 'Taraji P. Henson', ""Jahi Di'Allo Winston""]"
353,995694,tt6362486,tvEpisode,The Gang Gets New Wheels,The Gang Gets New Wheels,0,2018,25,Comedy,9.0,2134,['Todd Biermann'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
354,995693,tt6362484,tvEpisode,Time's Up for the Gang,Time's Up for the Gang,0,2018,22,Comedy,9.3,2532,['Kat Coiro'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
355,995692,tt6362482,tvEpisode,The Gang Beats Boggs: Ladies Reboot,The Gang Beats Boggs: Ladies Reboot,0,2018,21,Comedy,6.7,2698,['Kat Coiro'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
356,995691,tt6362480,tvEpisode,The Gang Escapes,The Gang Escapes,0,2018,23,Comedy,8.2,1847,['LP'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
357,1020173,tt6864046,movie,Shadow,Ying,0,2018,116,"Action,Adventure,Drama",7.0,13174,['Yimou Zhang'],"['Li Sun', 'Chao Deng', 'Qianyuan Wang', 'Ryan Zheng']"
358,1037269,tt7221864,tvEpisode,The Violet Hour,The Violet Hour,0,2018,84,Drama,8.0,1588,['Matthew Weiner'],"['Marthe Keller', 'Aaron Eckhart', 'Louise Bourgoin', 'Inès Melab']"
359,1010351,tt6674472,tvEpisode,The Matrimonial Metric,The Matrimonial Metric,0,2018,20,"Comedy,Romance",7.5,1779,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
360,995699,tt6362498,tvEpisode,Mac Finds His Pride,Mac Finds His Pride,0,2018,21,Comedy,8.4,3538,['Todd Biermann'],"['Kaitlin Olson', 'Charlie Day', 'Glenn Howerton', 'Rob McElhenney']"
361,1010350,tt6674468,tvEpisode,The Solo Oscillation,The Solo Oscillation,0,2018,21,"Comedy,Romance",7.3,1769,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
362,1010349,tt6674466,tvEpisode,The Separation Triangulation,The Separation Triangulation,0,2018,19,"Comedy,Romance",7.3,1805,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
363,1010346,tt6674454,tvEpisode,The Tenant Disassociation,The Tenant Disassociation,0,2018,21,"Comedy,Romance",7.3,1690,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
364,1010345,tt6674452,tvEpisode,The Athenaeum Allocation,The Athenaeum Allocation,0,2018,20,"Comedy,Romance",6.9,1718,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
365,1010344,tt6674448,tvEpisode,The Neonatal Nomenclature,The Neonatal Nomenclature,0,2018,19,"Comedy,Romance",7.1,1698,['Gay Linvill'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
366,1010343,tt6674434,tvEpisode,The Reclusive Potential,The Reclusive Potential,0,2018,21,"Comedy,Romance",7.2,1690,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
367,1010348,tt6674462,tvEpisode,The Novelization Correlation,The Novelization Correlation,0,2018,21,"Comedy,Romance",7.5,1756,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
368,1020149,tt6863784,movie,Saamy Square,Saamy²,0,2018,156,Action,4.5,1210,['Hari'],"['Prabhu', 'Vikram', 'Aishwarya Rajesh', 'Keerthy Suresh']"
369,1010347,tt6674456,tvEpisode,The Gates Excitation,The Gates Excitation,0,2018,20,"Comedy,Romance",7.2,1729,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
370,1020277,tt6866358,tvEpisode,Chapter Eight: Know Your Truth,Chapter Eight: Know Your Truth,0,2018,38,"Action,Comedy,Crime",9.0,2389,['Alec Berg'],"['Stephen Root', 'Bill Hader', 'Glenn Fleshler', 'Sarah Goldberg']"
371,1020276,tt6866356,tvEpisode,"Chapter Seven: Loud, Fast, and Keep Going","Chapter Seven: Loud, Fast, and Keep Going",0,2018,37,"Action,Comedy,Crime",9.3,2880,['Alec Berg'],"['Stephen Root', 'Bill Hader', 'Glenn Fleshler', 'Sarah Goldberg']"
372,1020275,tt6866350,tvEpisode,"Chapter Six: Listen with Your Ears, React with Your Face","Chapter Six: Listen with Your Ears, React with Your Face",0,2018,29,"Action,Comedy,Crime",8.5,2056,['Hiro Murai'],"['Stephen Root', 'Bill Hader', 'Glenn Fleshler', 'Sarah Goldberg']"
373,1020274,tt6866348,tvEpisode,Chapter Five: Do Your Job,Chapter Five: Do Your Job,0,2018,29,"Action,Comedy,Crime",8.4,2026,['Hiro Murai'],"['Stephen Root', 'Bill Hader', 'Glenn Fleshler', 'Sarah Goldberg']"
374,1020273,tt6866342,tvEpisode,Chapter Four: Commit ... to YOU,Chapter Four: Commit ... to YOU,0,2018,32,"Action,Comedy,Crime",7.8,1985,['Maggie Carey'],"['Stephen Root', 'Bill Hader', 'Glenn Fleshler', 'Sarah Goldberg']"
375,1052510,tt7571992,movie,Nyitva,Nyitva,0,2018,95,"Comedy,Drama,Romance",6.5,1286,['Orsi Nagypal'],"['Lehel Kovács', 'András Ötvös', 'Csilla Radnay', 'Bori Péterfy']"
376,998402,tt6415098,tvEpisode,Wig Out,Wig Out,0,2018,60,"Action,Crime,Drama",7.3,1572,['Marc Jobst'],"['Gabrielle Dennis', 'Theo Rossi', 'Simone Missick', 'Mike Colter']"
377,1035434,tt7183100,tvEpisode,All the Comforts of Home,All the Comforts of Home,0,2018,42,"Action,Adventure,Drama",8.6,1899,['Kate Woods'],"['Clark Gregg', 'Ming-Na Wen', 'Iain De Caestecker', 'Chloe Bennet']"
378,1035431,tt7183092,tvEpisode,Past Life,Past Life,0,2018,42,"Action,Adventure,Drama",8.7,1997,['Eric Laneuville'],"['Clark Gregg', 'Ming-Na Wen', 'Iain De Caestecker', 'Chloe Bennet']"
379,1035430,tt7183090,tvEpisode,Best Laid Plans,Best Laid Plans,0,2018,41,"Action,Adventure,Drama",8.4,1840,['Garry A. Brown'],"['Clark Gregg', 'Ming-Na Wen', 'Iain De Caestecker', 'Chloe Bennet']"
380,1035429,tt7183086,tvEpisode,The Last Day,The Last Day,0,2018,42,"Action,Adventure,Drama",8.4,1973,['Nina Lopez-Corrado'],"['Clark Gregg', 'Ming-Na Wen', 'Iain De Caestecker', 'Chloe Bennet']"
381,998424,tt6415416,movie,Mug,Twarz,0,2018,91,"Comedy,Drama",6.4,2236,['Malgorzata Szumowska'],"['Roman Gancarczyk', 'Agnieszka Podsiadlik', 'Mateusz Kosciukiewicz', 'Malgorzata Gorol']"
382,1035428,tt7183084,tvEpisode,Together or Not at All,Together or Not at All,0,2018,40,"Action,Adventure,Drama",8.4,1950,['Brad Turner'],"['Clark Gregg', 'Ming-Na Wen', 'Iain De Caestecker', 'Chloe Bennet']"
383,1010377,tt6674710,tvEpisode,The VCR Illumination,The VCR Illumination,0,2018,20,"Comedy,Romance",7.5,1782,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
384,1037241,tt7220754,movie,Heavy Trip,Hevi reissu,0,2018,92,"Comedy,Music",7.0,7681,"['Jukka Vidgren', 'Juuso Laatio']","['Max Ovaska', 'Antti Heikkinen', 'Johannes Holopainen', 'Samuli Jaskio']"
385,1010368,tt6674690,tvEpisode,The Tam Turbulence,The Tam Turbulence,0,2018,19,"Comedy,Romance",7.1,1756,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
386,1010367,tt6674688,tvEpisode,The Wedding Gift Wormhole,The Wedding Gift Wormhole,0,2018,21,"Comedy,Romance",7.7,1912,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
387,998656,tt6418918,movie,Little Woods,Little Woods,0,2018,105,"Crime,Drama,Western",6.2,2622,['Nia DaCosta'],"['James Badge Dale', 'Luke Kirby', 'Tessa Thompson', 'Lily James']"
388,998647,tt6418778,movie,Fast Color,Fast Color,0,2018,100,"Drama,Sci-Fi,Thriller",6.1,4906,['Julia Hart'],"['David Strathairn', 'Lorraine Toussaint', 'Gugu Mbatha-Raw', 'Christopher Denham']"
389,1010369,tt6674692,tvEpisode,The Procreation Calculation,The Procreation Calculation,0,2018,20,"Comedy,Romance",7.3,1821,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
390,1023958,tt6948326,movie,A Man in a Hurry,Un homme pressé,0,2018,100,"Comedy,Drama",6.3,1363,['Hervé Mimran'],"['Fabrice Luchini', 'Igor Gotesman', 'Rebecca Marder', 'Leïla Bekhti']"
391,1020260,tt6866224,movie,The Hummingbird Project,The Hummingbird Project,0,2018,111,"Drama,Thriller",6.2,12273,['Kim Nguyen'],"['Salma Hayek', 'Alexander Skarsgård', 'Jesse Eisenberg', 'Michael Mando']"
392,1010374,tt6674704,tvEpisode,The Imitation Perturbation,The Imitation Perturbation,0,2018,19,"Comedy,Romance",8.3,2163,['Mark Cendrowski'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
393,998555,tt6417466,tvEpisode,The End,The End,0,2018,44,"Drama,Horror,Thriller",8.0,4111,['Bradley Buecker'],"['Sarah Paulson', 'Evan Peters', 'Billie Lourd', 'Adina Porter']"
394,1010372,tt6674698,tvEpisode,The Citation Negation,The Citation Negation,0,2018,20,"Comedy,Romance",7.3,1734,['Kristy Cecil'],"['Johnny Galecki', 'Kaley Cuoco', 'Simon Helberg', 'Jim Parsons']"
